"STATION","NAME","DATE","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-08","0.03",,"0.0","0.0",,"55","32",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-09","0.52",,"0.0","0.0",,"68","42",,,,"    1",,"    1",,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-10","0.04",,"0.0","0.0",,"53","39",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-11","0.00",,"0.0","0.0",,"52","36",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-12","0.00",,"0.0","0.0",,"47","33",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-13","0.00",,"0.0","0.0",,"42","28",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-14","0.00",,"0.0","0.0",,"54","24",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-15","0.16",,"0.0","0.0",,"50","40",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-16","0.14",,"0.3","0.0",,"46","33",,"    1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-17","0.00",,"0.0","0.0",,"40","28",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-18","0.00",,"0.0","0.0",,"43","26",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-19","0.13",,"0.9","0.0",,"38","26",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-20","0.00",,"0.0","0.0",,"37","26",,,,,,,,,,,,,,,,,,"    1",,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-21","0.00",,"0.0","0.0",,"59","25",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-22","0.00",,"0.0","0.0",,"72","45",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-23","0.00",,"0.0","0.0",,"66","39",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-24","0.01",,"0.0","0.0",,"56","35",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-25","0.89",,"0.0","0.0",,"68","45",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-26","0.17",,"0.0","0.0",,"50","37",,"    1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-27","0.01",,"0.0","0.0",,"42","34",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-28","0.02",,"0.0","0.0",,"52","31",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-29","0.21",,"0.0","0.0",,"55","41",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-04-30","0.15",,"0.0","0.0",,"54","43",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-01","0.46",,"0.0","0.0",,"67","45",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-02","0.06",,"0.0","0.0",,"47","44",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-03","0.09",,"0.0","0.0",,"62","44",,"    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-04","0.00",,"0.0","0.0",,"69","44",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-05","0.01",,"0.0","0.0",,"69","50",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-06","0.00",,"0.0","0.0",,"69","53",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-07","0.05",,"0.0","0.0",,"62","51",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-08","0.01",,"0.0","0.0",,"75","52",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-09","0.00",,"0.0","0.0",,"83","52",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-10","0.00",,"0.0","0.0",,"81","58",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-11","0.00",,"0.0","0.0",,"74","57",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-12","0.58",,"0.0","0.0",,"67","55",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-13","0.00",,"0.0","0.0",,"57","36",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-14","0.03",,"0.0","0.0",,"52","39",,,,,"    1",,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-15","0.00",,"0.0","0.0",,"68","44",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-16","0.07",,"0.0","0.0",,"69","49",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-17","0.11",,"0.0","0.0",,"61","53",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-18","0.01",,"0.0","0.0",,"73","49",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-19","0.00",,"0.0","0.0",,"70","46",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-20","0.00",,"0.0","0.0",,"76","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-21","0.10",,"0.0","0.0",,"80","52",,,,"    1",,"    1",,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-22","0.08",,"0.0","0.0",,"55","45",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-23","0.00",,"0.0","0.0",,"66","43",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-24","0.01",,"0.0","0.0",,"70","47",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-25","0.07",,"0.0","0.0",,"79","54",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-26","0.00",,"0.0","0.0",,"73","51",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-27","0.00",,"0.0","0.0",,"66","46",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-28","0.00",,"0.0","0.0",,"68","42",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-29","0.00",,"0.0","0.0",,"77","53",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-30","0.01",,"0.0","0.0",,"90","59",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-05-31","0.00",,"0.0","0.0",,"80","54",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-01","0.00",,"0.0","0.0",,"74","53",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-02","0.00",,"0.0","0.0",,"76","47",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-03","0.00",,"0.0","0.0",,"80","50",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-04","0.34",,"0.0","0.0",,"79","62",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-05","0.34",,"0.0","0.0",,"86","65",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-06","0.00",,"0.0","0.0",,"71","56",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-07","0.00",,"0.0","0.0",,"68","47",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-08","0.30",,"0.0","0.0",,"82","54",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-09","0.00",,"0.0","0.0",,"75","62",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-10","0.05",,"0.0","0.0",,"75","56",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-11","0.03",,"0.0","0.0",,"82","54",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-12","0.00",,"0.0","0.0",,"85","62",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-13","0.00",,"0.0","0.0",,"72","55",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-14","0.00",,"0.0","0.0",,"74","49",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-15","0.00",,"0.0","0.0",,"78","49",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-16","0.00",,"0.0","0.0",,"84","60",,,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-17","0.00",,"0.0","0.0",,"72","59",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-18","0.00",,"0.0","0.0",,"77","51",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-19","0.00",,"0.0","0.0",,"96","66",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-20","0.03",,"0.0","0.0",,"97","77",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-21","0.01",,"0.0","0.0",,"86","66",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-22","0.00",,"0.0","0.0",,"84","61",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-23","0.01",,"0.0","0.0",,"77","51",,,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-24","0.38",,"0.0","0.0",,"81","58",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-25","0.66",,"0.0","0.0",,"87","64",,"    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-26","0.12",,"0.0","0.0",,"79","63",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-27","0.00",,"0.0","0.0",,"87","59",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-28","0.41",,"0.0","0.0",,"87","65",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-29","0.00",,"0.0","0.0",,"84","62",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-06-30","0.19",,"0.0","0.0",,"90","67",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-01","0.08",,"0.0","0.0",,"91","68",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-02","0.09",,"0.0","0.0",,"81","61",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-03","0.00",,"0.0","0.0",,"75","49",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-04","0.00",,"0.0","0.0",,"81","56",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-05","0.00",,"0.0","0.0",,"90","65",,,,"    1",,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-06","0.21",,"0.0","0.0",,"79","62",,"    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-07","0.00",,"0.0","0.0",,"82","59",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-08","0.06",,"0.0","0.0",,"73","56",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-09","0.00",,"0.0","0.0",,"69","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-10","0.00",,"0.0","0.0",,"77","47",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-11","0.00",,"0.0","0.0",,"82","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-12","0.00",,"0.0","0.0",,"84","56",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-13","0.00",,"0.0","0.0",,"87","57",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-14","0.00",,"0.0","0.0",,"86","61",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-15","0.00",,"0.0","0.0",,"90","59",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-16","0.00",,"0.0","0.0",,"92","61",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-17","0.12",,"0.0","0.0",,"88","66",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-18","0.00",,"0.0","0.0",,"83","70",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-19","0.00",,"0.0","0.0",,"88","63",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-20","0.00",,"0.0","0.0",,"90","62",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-21","0.00",,"0.0","0.0",,"91","64",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-22","0.04",,"0.0","0.0",,"84","63",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-23","0.00",,"0.0","0.0",,"79","57",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-24","0.00",,"0.0","0.0",,"73","45",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-25","0.00",,"0.0","0.0",,"86","54",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-26","0.00",,"0.0","0.0",,"94","73",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-27","0.02",,"0.0","0.0",,"87","69",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-28","0.00",,"0.0","0.0",,"88","58",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-29","0.41",,"0.0","0.0",,"86","69",,"    1",,"    1",,"    1",,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-30","0.00",,"0.0","0.0",,"83","67",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-07-31","0.00",,"0.0","0.0",,"85","61",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-01","1.22",,"0.0","0.0",,"89","65",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-02","0.05",,"0.0","0.0",,"75","65",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-03","0.00",,"0.0","0.0",,"80","66",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-04","0.74",,"0.0","0.0",,"83","64",,"    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-05","0.00",,"0.0","0.0",,"73","58",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-06","0.00",,"0.0","0.0",,"80","54",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-07","0.30",,"0.0","0.0",,"82","63",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-08","0.33",,"0.0","0.0",,"74","59",,"    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-09","0.01",,"0.0","0.0",,"74","60",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-10","0.00",,"0.0","0.0",,"77","53",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-11","0.00",,"0.0","0.0",,"83","58",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-12","0.06",,"0.0","0.0",,"76","63",,"    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-13","0.00",,"0.0","0.0",,"84","57",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-14","0.00",,"0.0","0.0",,"85","61",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-15","0.00",,"0.0","0.0",,"76","55",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-16","0.06",,"0.0","0.0",,"77","56",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-17","0.00",,"0.0","0.0",,"74","48",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-18","0.00",,"0.0","0.0",,"75","46",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-19","0.00",,"0.0","0.0",,"75","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-20","0.00",,"0.0","0.0",,"80","48",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-21","0.00",,"0.0","0.0",,"82","53",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-22","0.00",,"0.0","0.0",,"83","52",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-23","0.00",,"0.0","0.0",,"84","56",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-24","0.00",,"0.0","0.0",,"84","54",,"    1",,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-25","0.00",,"0.0","0.0",,"88","59",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-26","0.00",,"0.0","0.0",,"93","67",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-27","0.00",,"0.0","0.0",,"93","66",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-28","0.00",,"0.0","0.0",,"93","64",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-29","0.00",,"0.0","0.0",,"95","66",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-30","0.00",,"0.0","0.0",,"95","69",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-08-31","1.03",,"0.0","0.0",,"96","69",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-01","0.00",,"0.0","0.0",,"96","70",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-02","0.39",,"0.0","0.0",,"95","71",,,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-03","0.00",,"0.0","0.0",,"91","69",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-04","0.25",,"0.0","0.0",,"79","55",,,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-05","0.00",,"0.0","0.0",,"72","51",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-06","0.05",,"0.0","0.0",,"77","51",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-07","0.00",,"0.0","0.0",,"68","50",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-08","0.00",,"0.0","0.0",,"73","44",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-09","0.00",,"0.0","0.0",,"75","45",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-10","0.00",,"0.0","0.0",,"78","47",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-11","0.18",,"0.0","0.0",,"79","57",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-12","0.00",,"0.0","0.0",,"66","45",,,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-13","0.00",,"0.0","0.0",,"58","40",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-14","0.00",,"0.0","0.0",,"59","35",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-15","0.00",,"0.0","0.0",,"71","38",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-16","0.00",,"0.0","0.0",,"68","45",,,,,,,,,,,,,,,,,,,,,,
"USW00014836","LANSING CAPITAL CITY AIRPORT, MI US","1953-09-17","0.02",,"0.0","0.0",,"71","41",,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,
