treatment,replicate,step,creature_x,creature_y,score
play_greedily,16,48,6,6,970
play_greedily,16,49,6,7,960
play_greedily,16,50,6,8,950
play_greedily,16,51,6,8,945
play_greedily,16,52,6,8,940
play_greedily,16,53,6,7,930
play_greedily,16,54,6,6,920
play_greedily,16,55,6,5,910
play_greedily,16,56,6,5,905
play_greedily,16,57,6,5,900
play_greedily,16,58,6,6,890
play_greedily,16,59,6,7,880
play_greedily,16,60,6,8,870
play_greedily,16,61,6,8,865
play_greedily,16,62,6,8,860
play_greedily,16,63,6,7,850
play_greedily,16,64,6,6,840
play_greedily,16,65,6,5,830
play_greedily,16,66,6,5,825
play_greedily,16,67,6,5,820
play_greedily,16,68,6,6,810
play_greedily,16,69,6,7,800
play_greedily,16,70,6,8,790
play_greedily,16,71,6,8,785
play_greedily,16,72,6,8,780
play_greedily,16,73,6,7,770
play_greedily,16,74,6,6,760
play_greedily,16,75,6,5,750
play_greedily,16,76,6,5,745
play_greedily,16,77,6,5,740
play_greedily,16,78,6,6,730
play_greedily,16,79,6,7,720
play_greedily,16,80,6,8,710
play_greedily,16,81,6,8,705
play_greedily,16,82,6,8,700
play_greedily,16,83,6,7,690
play_greedily,16,84,6,6,680
play_greedily,16,85,6,5,670
play_greedily,16,86,6,5,665
play_greedily,16,87,6,5,660
play_greedily,16,88,6,6,650
play_greedily,16,89,6,7,640
play_greedily,16,90,6,8,630
play_greedily,16,91,6,8,625
play_greedily,16,92,6,8,620
play_greedily,16,93,6,7,610
play_greedily,16,94,6,6,600
play_greedily,16,95,6,5,590
play_greedily,16,96,6,5,585
play_greedily,16,97,6,5,580
play_greedily,16,98,6,6,570
play_greedily,16,99,6,7,560
play_greedily,16,100,6,8,550
play_greedily,17,0,4,4,1000
play_greedily,17,1,4,4,995
play_greedily,17,2,3,4,1035
play_greedily,17,3,2,4,1125
play_greedily,17,4,1,4,1165
play_greedily,17,5,0,4,1205
play_greedily,17,6,0,4,1200
play_greedily,17,7,0,3,1240
play_greedily,17,8,0,2,1230
play_greedily,17,9,0,2,1225
play_greedily,17,10,1,2,1215
play_greedily,17,11,1,2,1210
play_greedily,17,12,1,1,1250
play_greedily,17,13,1,0,1340
play_greedily,17,14,1,0,1335
play_greedily,17,15,2,0,1325
play_greedily,17,16,2,0,1320
play_greedily,17,17,2,1,1410
play_greedily,17,18,2,1,1405
play_greedily,17,19,3,1,1445
play_greedily,17,20,4,1,1435
play_greedily,17,21,5,1,1525
play_greedily,17,22,6,1,1515
play_greedily,17,23,6,1,1510
play_greedily,17,24,6,0,1500
play_greedily,17,25,6,0,1495
play_greedily,17,26,7,0,1485
play_greedily,17,27,8,0,1475
play_greedily,17,28,8,0,1470
play_greedily,17,29,8,0,1465
play_greedily,17,30,7,0,1455
play_greedily,17,31,6,0,1445
play_greedily,17,32,5,0,1435
play_greedily,17,33,4,0,1425
play_greedily,17,34,4,0,1420
play_greedily,17,35,4,0,1415
play_greedily,17,36,5,0,1405
play_greedily,17,37,6,0,1395
play_greedily,17,38,7,0,1385
play_greedily,17,39,8,0,1375
play_greedily,17,40,8,0,1370
play_greedily,17,41,8,0,1365
play_greedily,17,42,7,0,1355
play_greedily,17,43,6,0,1345
play_greedily,17,44,5,0,1335
play_greedily,17,45,4,0,1325
play_greedily,17,46,4,0,1320
play_greedily,17,47,4,0,1315
play_greedily,17,48,5,0,1305
play_greedily,17,49,6,0,1295
play_greedily,17,50,7,0,1285
play_greedily,17,51,8,0,1275
play_greedily,17,52,8,0,1270
play_greedily,17,53,8,0,1265
play_greedily,17,54,7,0,1255
play_greedily,17,55,6,0,1245
play_greedily,17,56,5,0,1235
play_greedily,17,57,4,0,1225
play_greedily,17,58,4,0,1220
play_greedily,17,59,4,0,1215
play_greedily,17,60,5,0,1205
play_greedily,17,61,6,0,1195
play_greedily,17,62,7,0,1185
play_greedily,17,63,8,0,1175
play_greedily,17,64,8,0,1170
play_greedily,17,65,8,0,1165
play_greedily,17,66,7,0,1155
play_greedily,17,67,6,0,1145
play_greedily,17,68,5,0,1135
play_greedily,17,69,4,0,1125
play_greedily,17,70,4,0,1120
play_greedily,17,71,4,0,1115
play_greedily,17,72,5,0,1105
play_greedily,17,73,6,0,1095
play_greedily,17,74,7,0,1085
play_greedily,17,75,8,0,1075
play_greedily,17,76,8,0,1070
play_greedily,17,77,8,0,1065
play_greedily,17,78,7,0,1055
play_greedily,17,79,6,0,1045
play_greedily,17,80,5,0,1035
play_greedily,17,81,4,0,1025
play_greedily,17,82,4,0,1020
play_greedily,17,83,4,0,1015
play_greedily,17,84,5,0,1005
play_greedily,17,85,6,0,995
play_greedily,17,86,7,0,985
play_greedily,17,87,8,0,975
play_greedily,17,88,8,0,970
play_greedily,17,89,8,0,965
play_greedily,17,90,7,0,955
play_greedily,17,91,6,0,945
play_greedily,17,92,5,0,935
play_greedily,17,93,4,0,925
play_greedily,17,94,4,0,920
play_greedily,17,95,4,0,915
play_greedily,17,96,5,0,905
play_greedily,17,97,6,0,895
play_greedily,17,98,7,0,885
play_greedily,17,99,8,0,875
play_greedily,17,100,8,0,870
play_greedily,18,0,4,4,1000
play_greedily,18,1,4,4,895
play_greedily,18,2,5,4,935
play_greedily,18,3,6,4,975
play_greedily,18,4,7,4,1015
play_greedily,18,5,7,4,1010
play_greedily,18,6,7,3,1050
play_greedily,18,7,7,3,1045
play_greedily,18,8,8,3,1135
play_greedily,18,9,8,3,1130
play_greedily,18,10,8,2,1120
play_greedily,18,11,8,2,1115
play_greedily,18,12,8,2,1110
play_greedily,18,13,8,3,1100
play_greedily,18,14,8,4,1090
play_greedily,18,15,8,5,1080
play_greedily,18,16,8,5,1075
play_greedily,18,17,7,5,1065
play_greedily,18,18,7,5,1060
play_greedily,18,19,7,6,1100
play_greedily,18,20,7,7,1140
play_greedily,18,21,7,8,1130
play_greedily,18,22,7,8,1125
play_greedily,18,23,8,8,1165
play_greedily,18,24,8,8,1160
play_greedily,18,25,8,7,1150
play_greedily,18,26,8,7,1145
play_greedily,18,27,8,7,1140
play_greedily,18,28,8,8,1130
play_greedily,18,29,8,8,1125
play_greedily,18,30,7,8,1115
play_greedily,18,31,7,8,1110
play_greedily,18,32,7,7,1100
play_greedily,18,33,7,6,1090
play_greedily,18,34,7,5,1080
play_greedily,18,35,7,4,1070
play_greedily,18,36,7,3,1060
play_greedily,18,37,7,3,1055
play_greedily,18,38,8,3,1045
play_greedily,18,39,8,3,1040
play_greedily,18,40,8,2,1030
play_greedily,18,41,8,2,1025
play_greedily,18,42,8,2,1020
play_greedily,18,43,8,3,1010
play_greedily,18,44,8,4,1000
play_greedily,18,45,8,5,990
play_greedily,18,46,8,5,985
play_greedily,18,47,7,5,975
play_greedily,18,48,6,5,965
play_greedily,18,49,6,5,960
play_greedily,18,50,6,4,950
play_greedily,18,51,6,3,940
play_greedily,18,52,6,2,930
play_greedily,18,53,6,2,925
play_greedily,18,54,5,2,965
play_greedily,18,55,4,2,955
play_greedily,18,56,3,2,945
play_greedily,18,57,2,2,985
play_greedily,18,58,2,2,980
play_greedily,18,59,2,1,1070
play_greedily,18,60,2,1,1065
play_greedily,18,61,3,1,1105
play_greedily,18,62,3,1,1100
play_greedily,18,63,3,0,1190
play_greedily,18,64,3,0,1185
play_greedily,18,65,3,0,1180
play_greedily,18,66,3,1,1170
play_greedily,18,67,3,2,1160
play_greedily,18,68,3,3,1200
play_greedily,18,69,3,3,1195
play_greedily,18,70,2,3,1185
play_greedily,18,71,1,3,1275
play_greedily,18,72,1,3,1270
play_greedily,18,73,1,2,1260
play_greedily,18,74,1,1,1250
play_greedily,18,75,1,0,1290
play_greedily,18,76,1,0,1285
play_greedily,18,77,1,0,1280
play_greedily,18,78,1,1,1270
play_greedily,18,79,1,2,1260
play_greedily,18,80,1,3,1250
play_greedily,18,81,1,4,1240
play_greedily,18,82,1,4,1235
play_greedily,18,83,2,4,1275
play_greedily,18,84,2,4,1270
play_greedily,18,85,2,3,1260
play_greedily,18,86,2,2,1250
play_greedily,18,87,2,1,1240
play_greedily,18,88,2,1,1235
play_greedily,18,89,3,1,1225
play_greedily,18,90,3,1,1220
play_greedily,18,91,3,0,1210
play_greedily,18,92,3,0,1205
play_greedily,18,93,3,0,1200
play_greedily,18,94,3,1,1190
play_greedily,18,95,3,2,1180
play_greedily,18,96,3,3,1170
play_greedily,18,97,3,3,1165
play_greedily,18,98,2,3,1155
play_greedily,18,99,1,3,1145
play_greedily,18,100,1,3,1140
play_greedily,19,0,4,4,1000
play_greedily,19,1,4,4,965
play_greedily,19,2,5,4,1055
play_greedily,19,3,5,4,1050
play_greedily,19,4,5,5,1090
play_greedily,19,5,5,5,1085
play_greedily,19,6,5,5,1080
play_greedily,19,7,5,4,1070
play_greedily,19,8,5,4,1065
play_greedily,19,9,6,4,1055
play_greedily,19,10,7,4,1145
play_greedily,19,11,8,4,1185
play_greedily,19,12,8,4,1180
play_greedily,19,13,8,4,1175
play_greedily,19,14,7,4,1165
play_greedily,19,15,6,4,1155
play_greedily,19,16,5,4,1145
play_greedily,19,17,4,4,1135
play_greedily,19,18,3,4,1125
play_greedily,19,19,3,4,1120
play_greedily,19,20,3,5,1210
play_greedily,19,21,3,6,1250
play_greedily,19,22,3,6,1245
play_greedily,19,23,2,6,1335
play_greedily,19,24,2,6,1330
play_greedily,19,25,2,7,1420
play_greedily,19,26,2,7,1415
play_greedily,19,27,1,7,1405
play_greedily,19,28,0,7,1495
play_greedily,19,29,0,7,1490
play_greedily,19,30,0,8,1530
play_greedily,19,31,0,8,1525
play_greedily,19,32,1,8,1565
play_greedily,19,33,1,8,1560
play_greedily,19,34,1,7,1550
play_greedily,19,35,1,6,1590
play_greedily,19,36,1,5,1580
play_greedily,19,37,1,4,1570
play_greedily,19,38,1,4,1565
play_greedily,19,39,2,4,1605
play_greedily,19,40,3,4,1595
play_greedily,19,41,3,4,1590
play_greedily,19,42,3,3,1630
play_greedily,19,43,3,2,1670
play_greedily,19,44,3,1,1760
play_greedily,19,45,3,0,1800
play_greedily,19,46,3,0,1795
play_greedily,19,47,2,0,1835
play_greedily,19,48,2,0,1830
play_greedily,19,49,2,1,1870
play_greedily,19,50,2,2,1860
play_greedily,19,51,2,3,1850
play_greedily,19,52,2,4,1840
play_greedily,19,53,2,5,1830
play_greedily,19,54,2,6,1820
play_greedily,19,55,2,7,1810
play_greedily,19,56,2,7,1805
play_greedily,19,57,1,7,1795
play_greedily,19,58,0,7,1785
play_greedily,19,59,0,7,1780
play_greedily,19,60,0,6,1770
play_greedily,19,61,0,5,1760
play_greedily,19,62,0,4,1750
play_greedily,19,63,0,4,1745
play_greedily,19,64,1,4,1735
play_greedily,19,65,2,4,1725
play_greedily,19,66,3,4,1715
play_greedily,19,67,4,4,1705
play_greedily,19,68,5,4,1695
play_greedily,19,69,6,4,1685
play_greedily,19,70,7,4,1675
play_greedily,19,71,8,4,1665
play_greedily,19,72,8,4,1660
play_greedily,19,73,8,4,1655
play_greedily,19,74,7,4,1645
play_greedily,19,75,6,4,1635
play_greedily,19,76,5,4,1625
play_greedily,19,77,4,4,1615
play_greedily,19,78,3,4,1605
play_greedily,19,79,2,4,1595
play_greedily,19,80,1,4,1585
play_greedily,19,81,0,4,1575
play_greedily,19,82,0,4,1570
play_greedily,19,83,0,4,1565
play_greedily,19,84,1,4,1555
play_greedily,19,85,2,4,1545
play_greedily,19,86,3,4,1535
play_greedily,19,87,4,4,1525
play_greedily,19,88,5,4,1515
play_greedily,19,89,6,4,1505
play_greedily,19,90,7,4,1495
play_greedily,19,91,8,4,1485
play_greedily,19,92,8,4,1480
play_greedily,19,93,8,4,1475
play_greedily,19,94,7,4,1465
play_greedily,19,95,6,4,1455
play_greedily,19,96,5,4,1445
play_greedily,19,97,4,4,1435
play_greedily,19,98,3,4,1425
play_greedily,19,99,2,4,1415
play_greedily,19,100,1,4,1405
play_greedily,20,0,4,4,1000
play_greedily,20,1,4,3,1090
play_greedily,20,2,4,2,1130
play_greedily,20,3,4,2,1125
play_greedily,20,4,3,2,1165
play_greedily,20,5,2,2,1205
play_greedily,20,6,2,2,1200
play_greedily,20,7,2,1,1240
play_greedily,20,8,2,1,1235
play_greedily,20,9,1,1,1275
play_greedily,20,10,0,1,1265
play_greedily,20,11,0,1,1260
play_greedily,20,12,0,0,1250
play_greedily,20,13,0,0,1245
play_greedily,20,14,1,0,1235
play_greedily,20,15,2,0,1225
play_greedily,20,16,2,0,1220
play_greedily,20,17,2,1,1210
play_greedily,20,18,2,2,1200
play_greedily,20,19,2,3,1190
play_greedily,20,20,2,3,1185
play_greedily,20,21,3,3,1225
play_greedily,20,22,4,3,1215
play_greedily,20,23,5,3,1255
play_greedily,20,24,6,3,1245
play_greedily,20,25,6,3,1240
play_greedily,20,26,6,4,1280
play_greedily,20,27,6,5,1370
play_greedily,20,28,6,5,1365
play_greedily,20,29,5,5,1455
play_greedily,20,30,5,5,1450
play_greedily,20,31,5,6,1490
play_greedily,20,32,5,6,1485
play_greedily,20,33,6,6,1525
play_greedily,20,34,7,6,1515
play_greedily,20,35,8,6,1505
play_greedily,20,36,8,6,1500
play_greedily,20,37,8,7,1490
play_greedily,20,38,8,7,1485
play_greedily,20,39,7,7,1475
play_greedily,20,40,6,7,1465
play_greedily,20,41,5,7,1455
play_greedily,20,42,4,7,1445
play_greedily,20,43,4,7,1440
play_greedily,20,44,4,6,1430
play_greedily,20,45,4,6,1425
play_greedily,20,46,5,6,1415
play_greedily,20,47,6,6,1405
play_greedily,20,48,7,6,1395
play_greedily,20,49,8,6,1385
play_greedily,20,50,8,6,1380
play_greedily,20,51,8,7,1370
play_greedily,20,52,8,7,1365
play_greedily,20,53,7,7,1355
play_greedily,20,54,6,7,1345
play_greedily,20,55,5,7,1335
play_greedily,20,56,4,7,1325
play_greedily,20,57,4,7,1320
play_greedily,20,58,4,6,1310
play_greedily,20,59,4,6,1305
play_greedily,20,60,5,6,1295
play_greedily,20,61,6,6,1285
play_greedily,20,62,7,6,1275
play_greedily,20,63,8,6,1265
play_greedily,20,64,8,6,1260
play_greedily,20,65,8,7,1250
play_greedily,20,66,8,7,1245
play_greedily,20,67,7,7,1235
play_greedily,20,68,6,7,1225
play_greedily,20,69,5,7,1215
play_greedily,20,70,4,7,1205
play_greedily,20,71,4,7,1200
play_greedily,20,72,4,6,1190
play_greedily,20,73,4,6,1185
play_greedily,20,74,5,6,1175
play_greedily,20,75,6,6,1165
play_greedily,20,76,7,6,1155
play_greedily,20,77,8,6,1145
play_greedily,20,78,8,6,1140
play_greedily,20,79,8,7,1130
play_greedily,20,80,8,7,1125
play_greedily,20,81,7,7,1115
play_greedily,20,82,6,7,1105
play_greedily,20,83,5,7,1095
play_greedily,20,84,4,7,1085
play_greedily,20,85,4,7,1080
play_greedily,20,86,4,6,1070
play_greedily,20,87,4,6,1065
play_greedily,20,88,5,6,1055
play_greedily,20,89,6,6,1045
play_greedily,20,90,7,6,1035
play_greedily,20,91,8,6,1025
play_greedily,20,92,8,6,1020
play_greedily,20,93,8,7,1010
play_greedily,20,94,8,7,1005
play_greedily,20,95,7,7,995
play_greedily,20,96,6,7,985
play_greedily,20,97,5,7,975
play_greedily,20,98,4,7,965
play_greedily,20,99,4,7,960
play_greedily,20,100,4,6,950
play_greedily,21,0,4,4,1000
play_greedily,21,1,4,3,990
play_greedily,21,2,4,3,985
play_greedily,21,3,5,3,975
play_greedily,21,4,5,3,970
play_greedily,21,5,5,2,1010
play_greedily,21,6,5,1,1050
play_greedily,21,7,5,0,1040
play_greedily,21,8,5,0,1035
play_greedily,21,9,6,0,1025
play_greedily,21,10,7,0,1015
play_greedily,21,11,8,0,1005
play_greedily,21,12,8,0,1000
play_greedily,21,13,8,1,990
play_greedily,21,14,8,2,980
play_greedily,21,15,8,2,975
play_greedily,21,16,7,2,1015
play_greedily,21,17,7,2,1010
play_greedily,21,18,7,2,1005
play_greedily,21,19,8,2,995
play_greedily,21,20,8,2,990
play_greedily,21,21,8,1,980
play_greedily,21,22,8,0,970
play_greedily,21,23,8,0,965
play_greedily,21,24,8,0,960
play_greedily,21,25,8,1,950
play_greedily,21,26,8,2,940
play_greedily,21,27,8,2,935
play_greedily,21,28,7,2,925
play_greedily,21,29,7,2,920
play_greedily,21,30,7,2,915
play_greedily,21,31,8,2,905
play_greedily,21,32,8,2,900
play_greedily,21,33,8,1,890
play_greedily,21,34,8,0,880
play_greedily,21,35,8,0,875
play_greedily,21,36,8,0,870
play_greedily,21,37,8,1,860
play_greedily,21,38,8,2,850
play_greedily,21,39,8,2,845
play_greedily,21,40,7,2,835
play_greedily,21,41,7,2,830
play_greedily,21,42,7,2,825
play_greedily,21,43,8,2,815
play_greedily,21,44,8,2,810
play_greedily,21,45,8,1,800
play_greedily,21,46,8,0,790
play_greedily,21,47,8,0,785
play_greedily,21,48,8,0,780
play_greedily,21,49,8,1,770
play_greedily,21,50,8,2,760
play_greedily,21,51,8,2,755
play_greedily,21,52,7,2,745
play_greedily,21,53,7,2,740
play_greedily,21,54,7,2,735
play_greedily,21,55,8,2,725
play_greedily,21,56,8,2,720
play_greedily,21,57,8,1,710
play_greedily,21,58,8,0,700
play_greedily,21,59,8,0,695
play_greedily,21,60,8,0,690
play_greedily,21,61,8,1,680
play_greedily,21,62,8,2,670
play_greedily,21,63,8,2,665
play_greedily,21,64,7,2,655
play_greedily,21,65,7,2,650
play_greedily,21,66,7,2,645
play_greedily,21,67,8,2,635
play_greedily,21,68,8,2,630
play_greedily,21,69,8,1,620
play_greedily,21,70,8,0,610
play_greedily,21,71,8,0,605
play_greedily,21,72,8,0,600
play_greedily,21,73,8,1,590
play_greedily,21,74,8,2,580
play_greedily,21,75,8,2,575
play_greedily,21,76,7,2,565
play_greedily,21,77,7,2,560
play_greedily,21,78,7,2,555
play_greedily,21,79,8,2,545
play_greedily,21,80,8,2,540
play_greedily,21,81,8,1,530
play_greedily,21,82,8,0,520
play_greedily,21,83,8,0,515
play_greedily,21,84,8,0,510
play_greedily,21,85,8,1,500
play_greedily,21,86,8,2,490
play_greedily,21,87,8,2,485
play_greedily,21,88,7,2,475
play_greedily,21,89,7,2,470
play_greedily,21,90,7,2,465
play_greedily,21,91,8,2,455
play_greedily,21,92,8,2,450
play_greedily,21,93,8,1,440
play_greedily,21,94,8,0,430
play_greedily,21,95,8,0,425
play_greedily,21,96,8,0,420
play_greedily,21,97,8,1,410
play_greedily,21,98,8,2,400
play_greedily,21,99,8,2,395
play_greedily,21,100,7,2,385
play_greedily,22,0,4,4,1000
play_greedily,22,1,4,3,990
play_greedily,22,2,4,3,985
play_greedily,22,3,5,3,975
play_greedily,22,4,6,3,965
play_greedily,22,5,7,3,955
play_greedily,22,6,7,3,950
play_greedily,22,7,7,2,1040
play_greedily,22,8,7,2,1035
play_greedily,22,9,8,2,1075
play_greedily,22,10,8,2,1070
play_greedily,22,11,8,1,1060
play_greedily,22,12,8,0,1050
play_greedily,22,13,8,0,1045
play_greedily,22,14,7,0,1085
play_greedily,22,15,6,0,1125
play_greedily,22,16,5,0,1115
play_greedily,22,17,5,0,1110
play_greedily,22,18,5,1,1150
play_greedily,22,19,5,2,1140
play_greedily,22,20,5,3,1130
play_greedily,22,21,5,3,1125
play_greedily,22,22,4,3,1115
play_greedily,22,23,3,3,1105
play_greedily,22,24,3,3,1100
play_greedily,22,25,3,2,1140
play_greedily,22,26,3,1,1180
play_greedily,22,27,3,1,1175
play_greedily,22,28,4,1,1165
play_greedily,22,29,5,1,1155
play_greedily,22,30,6,1,1145
play_greedily,22,31,6,1,1140
play_greedily,22,32,6,0,1130
play_greedily,22,33,6,0,1125
play_greedily,22,34,7,0,1115
play_greedily,22,35,8,0,1105
play_greedily,22,36,8,0,1100
play_greedily,22,37,8,1,1090
play_greedily,22,38,8,2,1080
play_greedily,22,39,8,3,1070
play_greedily,22,40,8,4,1060
play_greedily,22,41,8,4,1055
play_greedily,22,42,8,4,1050
play_greedily,22,43,8,3,1040
play_greedily,22,44,8,2,1030
play_greedily,22,45,8,1,1020
play_greedily,22,46,8,0,1010
play_greedily,22,47,8,0,1005
play_greedily,22,48,8,0,1000
play_greedily,22,49,8,1,990
play_greedily,22,50,8,2,980
play_greedily,22,51,8,3,970
play_greedily,22,52,8,4,960
play_greedily,22,53,8,4,955
play_greedily,22,54,8,4,950
play_greedily,22,55,8,3,940
play_greedily,22,56,8,2,930
play_greedily,22,57,8,1,920
play_greedily,22,58,8,0,910
play_greedily,22,59,8,0,905
play_greedily,22,60,8,0,900
play_greedily,22,61,8,1,890
play_greedily,22,62,8,2,880
play_greedily,22,63,8,3,870
play_greedily,22,64,8,4,860
play_greedily,22,65,8,4,855
play_greedily,22,66,8,4,850
play_greedily,22,67,8,3,840
play_greedily,22,68,8,2,830
play_greedily,22,69,8,1,820
play_greedily,22,70,8,0,810
play_greedily,22,71,8,0,805
play_greedily,22,72,8,0,800
play_greedily,22,73,8,1,790
play_greedily,22,74,8,2,780
play_greedily,22,75,8,3,770
play_greedily,22,76,8,4,760
play_greedily,22,77,8,4,755
play_greedily,22,78,8,4,750
play_greedily,22,79,8,3,740
play_greedily,22,80,8,2,730
play_greedily,22,81,8,1,720
play_greedily,22,82,8,0,710
play_greedily,22,83,8,0,705
play_greedily,22,84,8,0,700
play_greedily,22,85,8,1,690
play_greedily,22,86,8,2,680
play_greedily,22,87,8,3,670
play_greedily,22,88,8,4,660
play_greedily,22,89,8,4,655
play_greedily,22,90,8,4,650
play_greedily,22,91,8,3,640
play_greedily,22,92,8,2,630
play_greedily,22,93,8,1,620
play_greedily,22,94,8,0,610
play_greedily,22,95,8,0,605
play_greedily,22,96,8,0,600
play_greedily,22,97,8,1,590
play_greedily,22,98,8,2,580
play_greedily,22,99,8,3,570
play_greedily,22,100,8,4,560
play_greedily,23,0,4,4,1000
play_greedily,23,1,4,4,1045
play_greedily,23,2,3,4,1135
play_greedily,23,3,2,4,1175
play_greedily,23,4,1,4,1215
play_greedily,23,5,1,4,1210
play_greedily,23,6,1,3,1250
play_greedily,23,7,1,2,1240
play_greedily,23,8,1,2,1235
play_greedily,23,9,2,2,1275
play_greedily,23,10,2,2,1270
play_greedily,23,11,2,1,1310
play_greedily,23,12,2,0,1300
play_greedily,23,13,2,0,1295
play_greedily,23,14,3,0,1385
play_greedily,23,15,3,0,1380
play_greedily,23,16,3,1,1370
play_greedily,23,17,3,1,1365
play_greedily,23,18,4,1,1405
play_greedily,23,19,4,1,1400
play_greedily,23,20,4,2,1440
play_greedily,23,21,4,3,1430
play_greedily,23,22,4,4,1420
play_greedily,23,23,4,5,1410
play_greedily,23,24,4,5,1405
play_greedily,23,25,3,5,1445
play_greedily,23,26,2,5,1485
play_greedily,23,27,1,5,1475
play_greedily,23,28,1,5,1470
play_greedily,23,29,1,6,1510
play_greedily,23,30,1,7,1550
play_greedily,23,31,1,8,1540
play_greedily,23,32,1,8,1535
play_greedily,23,33,0,8,1525
play_greedily,23,34,0,8,1520
play_greedily,23,35,0,7,1510
play_greedily,23,36,0,7,1505
play_greedily,23,37,1,7,1495
play_greedily,23,38,2,7,1485
play_greedily,23,39,2,7,1480
play_greedily,23,40,2,6,1470
play_greedily,23,41,2,5,1460
play_greedily,23,42,2,4,1450
play_greedily,23,43,2,3,1440
play_greedily,23,44,2,2,1430
play_greedily,23,45,2,1,1420
play_greedily,23,46,2,0,1410
play_greedily,23,47,2,0,1405
play_greedily,23,48,3,0,1395
play_greedily,23,49,3,0,1390
play_greedily,23,50,3,1,1380
play_greedily,23,51,3,2,1370
play_greedily,23,52,3,3,1360
play_greedily,23,53,3,4,1350
play_greedily,23,54,3,5,1340
play_greedily,23,55,3,6,1330
play_greedily,23,56,3,6,1325
play_greedily,23,57,2,6,1315
play_greedily,23,58,1,6,1305
play_greedily,23,59,1,6,1300
play_greedily,23,60,1,5,1290
play_greedily,23,61,1,4,1280
play_greedily,23,62,1,3,1270
play_greedily,23,63,1,2,1260
play_greedily,23,64,1,1,1250
play_greedily,23,65,1,1,1245
play_greedily,23,66,0,1,1285
play_greedily,23,67,0,1,1280
play_greedily,23,68,0,0,1270
play_greedily,23,69,0,0,1265
play_greedily,23,70,0,0,1260
play_greedily,23,71,0,1,1250
play_greedily,23,72,0,1,1245
play_greedily,23,73,0,1,1240
play_greedily,23,74,0,0,1230
play_greedily,23,75,0,0,1225
play_greedily,23,76,0,0,1220
play_greedily,23,77,0,1,1210
play_greedily,23,78,0,1,1205
play_greedily,23,79,0,1,1200
play_greedily,23,80,0,0,1190
play_greedily,23,81,0,0,1185
play_greedily,23,82,0,0,1180
play_greedily,23,83,0,1,1170
play_greedily,23,84,0,1,1165
play_greedily,23,85,0,1,1160
play_greedily,23,86,0,0,1150
play_greedily,23,87,0,0,1145
play_greedily,23,88,0,0,1140
play_greedily,23,89,0,1,1130
play_greedily,23,90,0,1,1125
play_greedily,23,91,0,1,1120
play_greedily,23,92,0,0,1110
play_greedily,23,93,0,0,1105
play_greedily,23,94,0,0,1100
play_greedily,23,95,0,1,1090
play_greedily,23,96,0,1,1085
play_greedily,23,97,0,1,1080
play_greedily,23,98,0,0,1070
play_greedily,23,99,0,0,1065
play_greedily,23,100,0,0,1060
play_greedily,24,0,4,4,1000
play_greedily,24,1,4,3,1040
play_greedily,24,2,4,3,1035
play_greedily,24,3,5,3,1125
play_greedily,24,4,5,3,1120
play_greedily,24,5,5,2,1160
play_greedily,24,6,5,2,1155
play_greedily,24,7,6,2,1145
play_greedily,24,8,7,2,1235
play_greedily,24,9,7,2,1230
play_greedily,24,10,7,3,1270
play_greedily,24,11,7,4,1360
play_greedily,24,12,7,4,1355
play_greedily,24,13,6,4,1345
play_greedily,24,14,6,4,1340
play_greedily,24,15,6,5,1380
play_greedily,24,16,6,6,1420
play_greedily,24,17,6,6,1415
play_greedily,24,18,7,6,1455
play_greedily,24,19,8,6,1545
play_greedily,24,20,8,6,1540
play_greedily,24,21,8,7,1630
play_greedily,24,22,8,8,1720
play_greedily,24,23,8,8,1715
play_greedily,24,24,8,8,1710
play_greedily,24,25,8,7,1700
play_greedily,24,26,8,6,1690
play_greedily,24,27,8,5,1680
play_greedily,24,28,8,4,1670
play_greedily,24,29,8,3,1710
play_greedily,24,30,8,3,1705
play_greedily,24,31,8,3,1700
play_greedily,24,32,8,4,1690
play_greedily,24,33,8,5,1680
play_greedily,24,34,8,6,1670
play_greedily,24,35,8,7,1660
play_greedily,24,36,8,8,1650
play_greedily,24,37,8,8,1645
play_greedily,24,38,8,8,1640
play_greedily,24,39,8,7,1630
play_greedily,24,40,8,6,1620
play_greedily,24,41,8,5,1610
play_greedily,24,42,8,4,1600
play_greedily,24,43,8,3,1590
play_greedily,24,44,8,3,1585
play_greedily,24,45,8,3,1580
play_greedily,24,46,8,4,1570
play_greedily,24,47,8,5,1560
play_greedily,24,48,8,6,1550
play_greedily,24,49,8,7,1540
play_greedily,24,50,8,8,1530
play_greedily,24,51,8,8,1525
play_greedily,24,52,8,8,1520
play_greedily,24,53,8,7,1510
play_greedily,24,54,8,6,1500
play_greedily,24,55,8,5,1490
play_greedily,24,56,8,4,1480
play_greedily,24,57,8,3,1470
play_greedily,24,58,8,3,1465
play_greedily,24,59,8,3,1460
play_greedily,24,60,8,4,1450
play_greedily,24,61,8,5,1440
play_greedily,24,62,8,6,1430
play_greedily,24,63,8,7,1420
play_greedily,24,64,8,8,1410
play_greedily,24,65,8,8,1405
play_greedily,24,66,8,8,1400
play_greedily,24,67,8,7,1390
play_greedily,24,68,8,6,1380
play_greedily,24,69,8,5,1370
play_greedily,24,70,8,4,1360
play_greedily,24,71,8,3,1350
play_greedily,24,72,8,3,1345
play_greedily,24,73,8,3,1340
play_greedily,24,74,8,4,1330
play_greedily,24,75,8,5,1320
